Date Range,Actual Volatility,Predicted Volatility,Model
1984-09-28 to 1984-10-11,0.4758256026777357,0.3920159106565199,GradientBoosting
1984-03-26 to 1984-04-06,0.23694632600756102,0.3775691726336837,GradientBoosting
2018-11-08 to 2018-11-21,0.3476995270090457,0.31861770633335323,GradientBoosting
2012-12-10 to 2012-12-21,0.3273227776353356,0.19662099312750042,GradientBoosting
2020-03-05 to 2020-03-18,0.7747194860317518,0.35539971562883266,GradientBoosting
2006-08-30 to 2006-09-13,0.22588706916390944,0.29646761538060884,GradientBoosting
2012-02-23 to 2012-03-07,0.26520585481393294,0.19918191691121115,GradientBoosting
1987-10-30 to 1987-11-12,0.3428779486192641,0.3739823727605898,GradientBoosting
2002-11-20 to 2002-12-04,0.26952035190468804,0.3719172674651075,GradientBoosting
2017-05-09 to 2017-05-22,0.10062800224449714,0.15849852080417207,GradientBoosting
1995-12-22 to 1996-01-08,0.28561214305115423,0.32090645411190805,GradientBoosting
2004-02-17 to 2004-03-01,0.5226683493705201,0.3539867495507783,GradientBoosting
2015-12-31 to 2016-01-14,0.36115876350537923,0.18057095063664544,GradientBoosting
1998-02-27 to 1998-03-12,0.41219937133582496,0.6126332926536471,GradientBoosting
1984-01-13 to 1984-01-26,0.384390821848618,0.40424433142262745,GradientBoosting
2009-04-16 to 2009-04-29,0.3078824608616523,0.27539335839355383,GradientBoosting
2007-05-21 to 2007-06-04,0.33641326529302307,0.3269031694966295,GradientBoosting
1997-04-15 to 1997-04-28,0.26148122475793933,0.3701515014973311,GradientBoosting
2017-08-17 to 2017-08-30,0.15241719677340498,0.17814398078298951,GradientBoosting
1996-05-16 to 1996-05-30,0.4776677466252306,0.3921603056521111,GradientBoosting
1982-06-30 to 1982-07-14,0.5308503742089132,0.337551863798176,GradientBoosting
1982-02-22 to 1982-03-05,0.7738879508515016,2.3349450225222577,GradientBoosting
2012-09-26 to 2012-10-09,0.2024458300886303,0.2593140575341203,GradientBoosting
1986-05-01 to 1986-05-14,0.3095547424494872,0.5387020106846182,GradientBoosting
1983-02-01 to 1983-02-14,0.4066672378069953,0.43587214362995663,GradientBoosting
2022-04-26 to 2022-05-09,0.39368851099877,0.24366844653412983,GradientBoosting
2021-07-12 to 2021-07-23,0.09452604860141382,0.18380636667367262,GradientBoosting
2020-08-25 to 2020-09-08,0.37012509483252476,0.2844975417368653,GradientBoosting
2002-06-03 to 2002-06-14,0.8190032340416841,0.43196115815473085,GradientBoosting
2012-03-22 to 2012-04-04,0.21336984128090408,0.20521150701996244,GradientBoosting
1993-04-16 to 1993-04-29,0.2964953089280096,0.3187729147237391,GradientBoosting
1981-01-27 to 1981-02-09,0.5458254241074135,0.5266422709492832,GradientBoosting
1993-03-04 to 1993-03-17,0.2566924046824171,0.31524059309485025,GradientBoosting
1993-02-18 to 1993-03-03,0.15705481836701657,0.3125786778100321,GradientBoosting
2022-08-19 to 2022-09-01,0.31437950178760604,0.20756656285595773,GradientBoosting
2006-12-22 to 2007-01-09,0.3332661401063619,0.27126431002412354,GradientBoosting
2018-04-09 to 2018-04-20,0.30417733562356436,0.15764154307544068,GradientBoosting
2010-01-15 to 2010-01-29,0.1658256880788855,0.33038743385138947,GradientBoosting
2023-09-18 to 2023-09-29,0.09506311847697994,0.16812349191726986,GradientBoosting
1983-03-30 to 1983-04-13,0.4620579034349835,0.448507498281102,GradientBoosting
1983-06-10 to 1983-06-23,0.277252345446199,0.4341819104228876,GradientBoosting
2003-06-13 to 2003-06-26,0.23594339073801546,0.35704552396782563,GradientBoosting
1994-06-23 to 1994-07-07,0.5242547762710728,0.31918697274277913,GradientBoosting
1984-11-26 to 1984-12-07,0.3907897271779916,0.4539853494835015,GradientBoosting
1987-08-06 to 1987-08-19,0.3169300539966018,0.3586587962468391,GradientBoosting
2009-02-18 to 2009-03-03,0.39404016023228383,0.3115948199937126,GradientBoosting
1994-02-28 to 1994-03-11,0.12630903543564628,0.2872243899260451,GradientBoosting
1992-10-09 to 1992-10-22,0.3063621274115411,0.5248320775881561,GradientBoosting
2000-06-29 to 2000-07-13,0.43835298497756137,0.4218694933459648,GradientBoosting
2003-01-06 to 2003-01-17,0.31655460439545036,0.33780397919111027,GradientBoosting
1987-12-29 to 1988-01-12,0.4613297342403672,0.35341664015739405,GradientBoosting
1990-09-20 to 1990-10-03,0.406452787484571,0.43490007541483316,GradientBoosting
2016-03-15 to 2016-03-29,0.14078767162444766,0.1630147554461594,GradientBoosting
2009-01-05 to 2009-01-16,0.45537596050946594,0.4097717615080052,GradientBoosting
1995-02-24 to 1995-03-09,0.57974264054287,0.32779316686613125,GradientBoosting
1997-09-19 to 1997-10-02,0.778589583455768,0.37009694085058875,GradientBoosting
1983-07-25 to 1983-08-05,0.12438023960452667,0.658922592647556,GradientBoosting
1992-04-06 to 1992-04-20,0.36212291767498406,0.3407725655481452,GradientBoosting
1983-08-08 to 1983-08-19,0.7398528598852906,0.28885051872385625,GradientBoosting
2022-09-02 to 2022-09-16,0.3035935929385664,0.2471228318693023,GradientBoosting
1981-06-05 to 1981-06-18,0.4774444495333819,0.38365788098804454,GradientBoosting
1994-02-11 to 1994-02-25,0.22572195448707813,0.2662637055596365,GradientBoosting
2009-07-27 to 2009-08-07,0.21510579314910014,0.2139309001864275,GradientBoosting
2000-10-09 to 2000-10-20,0.6467136254565109,0.4259288940370768,GradientBoosting
2002-07-16 to 2002-07-29,0.27604955256818825,0.4412887658237872,GradientBoosting
2006-09-14 to 2006-09-27,0.15294864526358576,0.23863803950713933,GradientBoosting
2009-05-29 to 2009-06-11,0.25145051332571877,0.24091019423996463,GradientBoosting
1988-03-24 to 1988-04-07,0.27873764310406945,0.3243974210191498,GradientBoosting
1993-08-24 to 1993-09-07,0.3457400868567875,0.4137890063742613,GradientBoosting
1994-10-31 to 1994-11-11,0.2500009182323649,0.30490828607064957,GradientBoosting
1995-04-07 to 1995-04-21,0.23288609069203298,0.39184676684618364,GradientBoosting
2003-07-14 to 2003-07-25,0.339239519144765,0.3397854100180242,GradientBoosting
2018-05-21 to 2018-06-04,0.0751869571734554,0.19341406918564377,GradientBoosting
2019-07-17 to 2019-07-30,0.4536071342593084,0.19382253299927393,GradientBoosting
2010-03-02 to 2010-03-15,0.07742258501552503,0.16792870078481031,GradientBoosting
2008-06-02 to 2008-06-13,0.27066636189445215,0.2900804018995752,GradientBoosting
1991-11-26 to 1991-12-10,0.21434323872163666,0.3348126514183347,GradientBoosting
2013-06-04 to 2013-06-17,0.2290508731736783,0.22182370634357512,GradientBoosting
2010-04-28 to 2010-05-11,0.3137558283128066,0.21842459250239515,GradientBoosting
1981-01-13 to 1981-01-26,0.5659826262843228,0.4259444872605592,GradientBoosting
2000-08-11 to 2000-08-24,0.2946498891493054,0.4215752520877651,GradientBoosting
2022-04-11 to 2022-04-25,0.4258947671516926,0.21913735038690174,GradientBoosting
2004-01-02 to 2004-01-15,0.17912402928842874,0.3605638652660952,GradientBoosting
2013-06-18 to 2013-07-01,0.060464029527842786,0.21337114009351885,GradientBoosting
1990-08-08 to 1990-08-21,0.4535417589673738,0.36229056061829684,GradientBoosting
2021-05-27 to 2021-06-10,0.13803569096924043,0.18892322685842855,GradientBoosting
2001-06-13 to 2001-06-26,0.3821916479230811,0.3996641028662387,GradientBoosting
2014-06-16 to 2014-06-27,0.12663101249247252,0.19470950137071777,GradientBoosting
2007-11-08 to 2007-11-21,0.30513426561223006,0.3025022948007435,GradientBoosting
2007-06-05 to 2007-06-18,0.14175548892080903,0.29775428738643667,GradientBoosting
1996-04-18 to 1996-05-01,0.48453710281955154,0.3261045028148677,GradientBoosting
1983-03-02 to 1983-03-15,0.3261855424035936,0.42267173528671265,XGBoost
1998-10-15 to 1998-10-28,0.3386221067342502,0.35899287462234497,XGBoost
2004-03-30 to 2004-04-13,0.49669637403559386,0.34037405252456665,XGBoost
2008-11-05 to 2008-11-18,0.7535699002316302,0.35754919052124023,XGBoost
1982-12-20 to 1983-01-03,0.5363755987338718,0.4018303155899048,XGBoost
2017-11-27 to 2017-12-08,0.11794592036970825,0.20297440886497498,XGBoost
2004-12-01 to 2004-12-14,0.2903473724569235,0.3739619553089142,XGBoost
2015-04-16 to 2015-04-29,0.14829836921180023,0.20414353907108307,XGBoost
1983-09-20 to 1983-10-03,1.1903136768147193,0.4361549913883209,XGBoost
2013-07-02 to 2013-07-16,0.2466675162643641,0.2133115530014038,XGBoost
2005-05-24 to 2005-06-07,0.27935496039443436,0.29353663325309753,XGBoost
2008-07-29 to 2008-08-11,0.10553115612255753,0.2721356749534607,XGBoost
1984-12-10 to 1984-12-21,0.2288585983595114,0.3949572443962097,XGBoost
2023-08-18 to 2023-08-31,0.30088182845670397,0.22178903222084045,XGBoost
2017-02-27 to 2017-03-10,0.07602404510328972,0.19616001844406128,XGBoost
2010-09-03 to 2010-09-17,0.1433015469171484,0.2133115530014038,XGBoost
2018-03-09 to 2018-03-22,0.2564927983125377,0.2082511931657791,XGBoost
1991-10-01 to 1991-10-14,0.370491636597332,0.32086923718452454,XGBoost
1999-03-25 to 1999-04-08,0.41298262058632346,0.3792254626750946,XGBoost
1991-03-27 to 1991-04-10,0.6868159951310552,0.3697703778743744,XGBoost
1990-02-01 to 1990-02-14,0.27328795032843717,0.3439851999282837,XGBoost
1999-04-23 to 1999-05-06,0.28126159535177214,0.3879859149456024,XGBoost
2012-07-31 to 2012-08-13,0.18123454265132485,0.21028512716293335,XGBoost
1989-07-28 to 1989-08-10,0.35724577050423406,0.3221081793308258,XGBoost
1996-12-18 to 1997-01-02,0.9765703567283214,0.42676687240600586,XGBoost
1984-05-08 to 1984-05-21,0.3478767114858077,0.39672958850860596,XGBoost
2009-12-02 to 2009-12-15,0.21420550596998816,0.23756049573421478,XGBoost
2014-02-05 to 2014-02-19,0.09512248797907635,0.2133115530014038,XGBoost
1998-06-09 to 1998-06-22,0.20360687128719518,0.34160497784614563,XGBoost
1985-06-03 to 1985-06-14,0.31348954893026654,0.42256641387939453,XGBoost
2000-03-07 to 2000-03-20,0.462445063366498,0.37073734402656555,XGBoost
2007-12-21 to 2008-01-07,0.33386185588729855,0.2514422535896301,XGBoost
2005-03-29 to 2005-04-11,0.524756360581566,0.27718085050582886,XGBoost
1992-01-10 to 1992-01-23,0.2368696475043954,0.35348644852638245,XGBoost
2001-04-17 to 2001-04-30,0.263039046727009,0.36234962940216064,XGBoost
1987-03-16 to 1987-03-27,0.4210625090686135,0.3417704999446869,XGBoost
1999-09-29 to 1999-10-12,0.3595049667259879,0.35640037059783936,XGBoost
1985-04-04 to 1985-04-18,0.2900427162717874,0.39239901304244995,XGBoost
2014-08-12 to 2014-08-25,0.26756341415804086,0.19616001844406128,XGBoost
1988-10-26 to 1988-11-08,0.18516208808157641,0.3495079576969147,XGBoost
2017-03-13 to 2017-03-24,0.11198353357928933,0.19616001844406128,XGBoost
2011-01-27 to 2011-02-09,0.22604094406043587,0.2133115530014038,XGBoost
1989-03-07 to 1989-03-20,0.28088756280126587,0.33928126096725464,XGBoost
2013-12-20 to 2014-01-06,0.15963765581257292,0.2120632827281952,XGBoost
1997-12-01 to 1997-12-12,0.34459475967099695,0.47301599383354187,XGBoost
2008-04-04 to 2008-04-17,0.2663995048551424,0.27346524596214294,XGBoost
1992-07-01 to 1992-07-15,0.44361692525171825,0.32892727851867676,XGBoost
1996-07-15 to 1996-07-26,0.411648001731074,0.42432066798210144,XGBoost
1982-03-08 to 1982-03-19,0.4455145408420875,0.3876950740814209,XGBoost
2013-09-26 to 2013-10-09,0.14045700786610296,0.21508970856666565,XGBoost
2006-12-08 to 2006-12-21,0.4497212399293948,0.284648597240448,XGBoost
1994-12-28 to 1995-01-11,0.5166431176534634,0.3554278016090393,XGBoost
2007-10-25 to 2007-11-07,0.5302585000581725,0.25848978757858276,XGBoost
2017-09-15 to 2017-09-28,0.09429129011513347,0.20297440886497498,XGBoost
2004-03-16 to 2004-03-29,0.23261049384446092,0.3480316400527954,XGBoost
2013-02-07 to 2013-02-21,0.19358833397217953,0.22207267582416534,XGBoost
2009-05-14 to 2009-05-28,0.2355898308544348,0.2665289044380188,XGBoost
1990-07-25 to 1990-08-07,0.25961495710088506,0.34430480003356934,XGBoost
2010-08-20 to 2010-09-02,0.13897457952859937,0.2166728526353836,XGBoost
1986-07-14 to 1986-07-25,0.3475147324455172,0.41886627674102783,XGBoost
1986-06-13 to 1986-06-26,0.5603879787881472,0.38904157280921936,XGBoost
2004-01-16 to 2004-01-30,0.2755181566625382,0.3356701135635376,XGBoost
1992-07-30 to 1992-08-12,0.11081770853670062,0.35743266344070435,XGBoost
2020-05-01 to 2020-05-14,0.20240237039754158,0.22821447253227234,XGBoost
2021-03-17 to 2021-03-30,0.11351414324713043,0.2154332995414734,XGBoost
1998-03-13 to 1998-03-26,0.2678751602504567,0.3595993220806122,XGBoost
1993-12-02 to 1993-12-15,0.472174246386868,0.3887757360935211,XGBoost
1992-09-25 to 1992-10-08,0.4078819947708329,0.33960089087486267,XGBoost
2012-05-04 to 2012-05-17,0.24770294372672097,0.22471387684345245,XGBoost
2006-02-24 to 2006-03-09,0.27406376540644073,0.3007175028324127,XGBoost
2008-09-10 to 2008-09-23,0.5714415585587216,0.32799428701400757,XGBoost
2010-04-14 to 2010-04-27,0.369180970521158,0.231416255235672,XGBoost
1994-01-28 to 1994-02-10,0.2518717367116217,0.3763115406036377,XGBoost
1991-01-29 to 1991-02-11,0.3183602930630216,0.3531757593154907,XGBoost
1994-10-17 to 1994-10-28,0.2788284033870199,0.338932603597641,XGBoost
2011-07-06 to 2011-07-19,0.1729212517666954,0.2133115530014038,XGBoost
2022-10-31 to 2022-11-11,0.24397927857589258,0.22216971218585968,XGBoost
1984-06-06 to 1984-06-19,0.4811317401621997,0.3843735456466675,XGBoost
2001-12-07 to 2001-12-20,0.27852077396527297,0.35659241676330566,XGBoost
1996-05-02 to 1996-05-15,0.2624488705274973,0.37935006618499756,XGBoost
1993-07-13 to 1993-07-26,0.3212123578210323,0.46773749589920044,XGBoost
2002-01-23 to 2002-02-05,0.30079884048571265,0.35608968138694763,XGBoost
1989-06-15 to 1989-06-28,0.25898693634200903,0.46118611097335815,XGBoost
1994-03-28 to 1994-04-11,0.3962607181970534,0.33928126096725464,XGBoost
1983-04-14 to 1983-04-27,0.44647160305118033,0.4370337426662445,XGBoost
2003-03-05 to 2003-03-18,0.17897857772583553,0.3543616831302643,XGBoost
2019-04-05 to 2019-04-18,0.3284949253173423,0.19616001844406128,XGBoost
2009-06-26 to 2009-07-10,0.21916245640698295,0.2360638976097107,XGBoost
2016-06-09 to 2016-06-22,0.1788985981086776,0.20297440886497498,XGBoost
1996-09-10 to 1996-09-23,0.5908644281932058,0.409274160861969,XGBoost
1981-11-10 to 1981-11-23,0.24798326186722192,0.3860161304473877,XGBoost
1988-10-12 to 1988-10-25,0.24350224742880008,0.3221081793308258,XGBoost
1997-03-17 to 1997-03-31,0.3613249022592348,0.407797247171402,XGBoost
2000-11-20 to 2000-12-04,0.8258814994932927,0.40161749720573425,XGBoost
1988-07-19 to 1988-08-01,0.12764851690080034,0.32086923718452454,XGBoost
2001-11-23 to 2001-12-06,0.32087288198617026,0.35169899463653564,XGBoost
2015-11-03 to 2015-11-16,0.15408240226470796,0.2063813954591751,XGBoost
1998-09-02 to 1998-09-16,0.26716378191741347,0.3792254626750946,XGBoost
2008-06-16 to 2008-06-27,0.28080651104483084,0.23319439589977264,XGBoost
1993-02-03 to 1993-02-17,0.22938608988652257,0.48236599564552307,XGBoost
2019-12-20 to 2020-01-06,0.12086642968894544,0.2232770472764969,XGBoost
1989-03-21 to 1989-04-04,0.24485991834584855,0.33928126096725464,XGBoost
2012-04-05 to 2012-04-19,0.5043996580280522,0.24998286366462708,XGBoost
2003-01-21 to 2003-02-03,0.250217677056781,0.3566854000091553,XGBoost
1985-03-07 to 1985-03-20,0.32283218993730706,0.42209434509277344,XGBoost
2001-08-09 to 2001-08-22,0.34265767886661347,0.3684488832950592,XGBoost
1999-10-27 to 1999-11-09,0.3646169760908968,0.3746643662452698,XGBoost
2010-06-24 to 2010-07-08,0.32441324880771877,0.2501225173473358,XGBoost
1982-11-19 to 1982-12-03,0.7348425952713301,0.3876950740814209,XGBoost
2020-10-21 to 2020-11-03,0.30839517698186614,0.24030563235282898,XGBoost
2019-11-07 to 2019-11-20,0.20964628636571817,0.19925270974636078,XGBoost
2021-12-30 to 2022-01-12,0.16263978913376695,0.22216971218585968,XGBoost
1997-09-05 to 1997-09-18,0.349211359153471,0.38520345091819763,XGBoost
1983-12-14 to 1983-12-28,0.49368227041527923,0.3915691077709198,XGBoost
2004-06-25 to 2004-07-09,0.656611726479264,0.37197330594062805,XGBoost
1981-05-07 to 1981-05-20,0.46246400325059916,0.3860161304473877,XGBoost
2002-08-27 to 2002-09-10,0.2291138171053687,0.37892234325408936,XGBoost
1996-01-09 to 1996-01-22,0.5042813452934641,0.3887527287006378,XGBoost
1999-05-07 to 1999-05-20,0.4468713682182686,0.3636045455932617,XGBoost
1989-04-05 to 1989-04-18,0.19067333596763433,0.3843695819377899,XGBoost
1993-07-27 to 1993-08-09,0.4498272931774173,0.3663925528526306,XGBoost
2014-07-29 to 2014-08-11,0.06671145425288327,0.20297440886497498,XGBoost
2018-08-29 to 2018-09-12,0.13519642303125243,0.20913586020469666,XGBoost
2020-05-15 to 2020-05-29,0.23406610108515244,0.2158428430557251,XGBoost
2012-10-10 to 2012-10-23,0.16065590543277586,0.22207267582416534,XGBoost
2008-05-16 to 2008-05-30,0.2854640240346404,0.23319439589977264,XGBoost
1984-09-28 to 1984-10-11,0.4758256026777357,0.40565454959869385,XGBoost
1984-03-26 to 1984-04-06,0.23694632600756102,0.4009505808353424,XGBoost
2018-11-08 to 2018-11-21,0.3476995270090457,0.3273675739765167,XGBoost
2012-12-10 to 2012-12-21,0.3273227776353356,0.23319439589977264,XGBoost
2020-03-05 to 2020-03-18,0.7747194860317518,0.34217724204063416,XGBoost
2006-08-30 to 2006-09-13,0.22588706916390944,0.31846022605895996,XGBoost
2012-02-23 to 2012-03-07,0.26520585481393294,0.231416255235672,XGBoost
1987-10-30 to 1987-11-12,0.3428779486192641,0.36842429637908936,XGBoost
2002-11-20 to 2002-12-04,0.26952035190468804,0.36287111043930054,XGBoost
2017-05-09 to 2017-05-22,0.10062800224449714,0.19793817400932312,XGBoost
1995-12-22 to 1996-01-08,0.28561214305115423,0.3745942711830139,XGBoost
2004-02-17 to 2004-03-01,0.5226683493705201,0.34209132194519043,XGBoost
2015-12-31 to 2016-01-14,0.36115876350537923,0.22571158409118652,XGBoost
1998-02-27 to 1998-03-12,0.41219937133582496,0.4341126084327698,XGBoost
1984-01-13 to 1984-01-26,0.384390821848618,0.3930995464324951,XGBoost
2009-04-16 to 2009-04-29,0.3078824608616523,0.2691470980644226,XGBoost
2007-05-21 to 2007-06-04,0.33641326529302307,0.31798630952835083,XGBoost
1997-04-15 to 1997-04-28,0.26148122475793933,0.40013790130615234,XGBoost
2017-08-17 to 2017-08-30,0.15241719677340498,0.19616001844406128,XGBoost
1996-05-16 to 1996-05-30,0.4776677466252306,0.37933027744293213,XGBoost
1982-06-30 to 1982-07-14,0.5308503742089132,0.38345789909362793,XGBoost
1982-02-22 to 1982-03-05,0.7738879508515016,0.6179690957069397,XGBoost
2012-09-26 to 2012-10-09,0.2024458300886303,0.24214844405651093,XGBoost
1986-05-01 to 1986-05-14,0.3095547424494872,0.43203896284103394,XGBoost
1983-02-01 to 1983-02-14,0.4066672378069953,0.4071284532546997,XGBoost
2022-04-26 to 2022-05-09,0.39368851099877,0.23722025752067566,XGBoost
2021-07-12 to 2021-07-23,0.09452604860141382,0.21715937554836273,XGBoost
2020-08-25 to 2020-09-08,0.37012509483252476,0.2808147966861725,XGBoost
2002-06-03 to 2002-06-14,0.8190032340416841,0.4188379645347595,XGBoost
2012-03-22 to 2012-04-04,0.21336984128090408,0.23043540120124817,XGBoost
1993-04-16 to 1993-04-29,0.2964953089280096,0.3258838653564453,XGBoost
1981-01-27 to 1981-02-09,0.5458254241074135,0.47998371720314026,XGBoost
1993-03-04 to 1993-03-17,0.2566924046824171,0.32086923718452454,XGBoost
1993-02-18 to 1993-03-03,0.15705481836701657,0.3255731761455536,XGBoost
2022-08-19 to 2022-09-01,0.31437950178760604,0.22416338324546814,XGBoost
2006-12-22 to 2007-01-09,0.3332661401063619,0.3093875050544739,XGBoost
2018-04-09 to 2018-04-20,0.30417733562356436,0.20297440886497498,XGBoost
2010-01-15 to 2010-01-29,0.1658256880788855,0.2892977297306061,XGBoost
2023-09-18 to 2023-09-29,0.09506311847697994,0.21723231673240662,XGBoost
1983-03-30 to 1983-04-13,0.4620579034349835,0.39540529251098633,XGBoost
1983-06-10 to 1983-06-23,0.277252345446199,0.38910403847694397,XGBoost
2003-06-13 to 2003-06-26,0.23594339073801546,0.3763115406036377,XGBoost
1994-06-23 to 1994-07-07,0.5242547762710728,0.3463089168071747,XGBoost
1984-11-26 to 1984-12-07,0.3907897271779916,0.40050891041755676,XGBoost
1987-08-06 to 1987-08-19,0.3169300539966018,0.3969742953777313,XGBoost
2009-02-18 to 2009-03-03,0.39404016023228383,0.293441504240036,XGBoost
1994-02-28 to 1994-03-11,0.12630903543564628,0.33928126096725464,XGBoost
1992-10-09 to 1992-10-22,0.3063621274115411,0.34084898233413696,XGBoost
2000-06-29 to 2000-07-13,0.43835298497756137,0.37073734402656555,XGBoost
2003-01-06 to 2003-01-17,0.31655460439545036,0.3686956465244293,XGBoost
1987-12-29 to 1988-01-12,0.4613297342403672,0.35348644852638245,XGBoost
1990-09-20 to 1990-10-03,0.406452787484571,0.4261166453361511,XGBoost
2016-03-15 to 2016-03-29,0.14078767162444766,0.19616001844406128,XGBoost
2009-01-05 to 2009-01-16,0.45537596050946594,0.3544706404209137,XGBoost
1995-02-24 to 1995-03-09,0.57974264054287,0.33154720067977905,XGBoost
1997-09-19 to 1997-10-02,0.778589583455768,0.38520345091819763,XGBoost
1983-07-25 to 1983-08-05,0.12438023960452667,0.4640185534954071,XGBoost
1992-04-06 to 1992-04-20,0.36212291767498406,0.3336312174797058,XGBoost
1983-08-08 to 1983-08-19,0.7398528598852906,0.3818153142929077,XGBoost
2022-09-02 to 2022-09-16,0.3035935929385664,0.2590879797935486,XGBoost
1981-06-05 to 1981-06-18,0.4774444495333819,0.3843735456466675,XGBoost
1994-02-11 to 1994-02-25,0.22572195448707813,0.33928126096725464,XGBoost
2009-07-27 to 2009-08-07,0.21510579314910014,0.2360638976097107,XGBoost
2000-10-09 to 2000-10-20,0.6467136254565109,0.42861172556877136,XGBoost
2002-07-16 to 2002-07-29,0.27604955256818825,0.47490718960762024,XGBoost
2006-09-14 to 2006-09-27,0.15294864526358576,0.27491840720176697,XGBoost
2009-05-29 to 2009-06-11,0.25145051332571877,0.23795776069164276,XGBoost
1988-03-24 to 1988-04-07,0.27873764310406945,0.32681211829185486,XGBoost
1993-08-24 to 1993-09-07,0.3457400868567875,0.3773808777332306,XGBoost
1994-10-31 to 1994-11-11,0.2500009182323649,0.32806241512298584,XGBoost
1995-04-07 to 1995-04-21,0.23288609069203298,0.3763115406036377,XGBoost
2003-07-14 to 2003-07-25,0.339239519144765,0.33505192399024963,XGBoost
2018-05-21 to 2018-06-04,0.0751869571734554,0.19616001844406128,XGBoost
2019-07-17 to 2019-07-30,0.4536071342593084,0.19122259318828583,XGBoost
2010-03-02 to 2010-03-15,0.07742258501552503,0.2152053862810135,XGBoost
2008-06-02 to 2008-06-13,0.27066636189445215,0.28022500872612,XGBoost
1991-11-26 to 1991-12-10,0.21434323872163666,0.33960089087486267,XGBoost
2013-06-04 to 2013-06-17,0.2290508731736783,0.23201778531074524,XGBoost
2010-04-28 to 2010-05-11,0.3137558283128066,0.24716046452522278,XGBoost
1981-01-13 to 1981-01-26,0.5659826262843228,0.3843376338481903,XGBoost
2000-08-11 to 2000-08-24,0.2946498891493054,0.3605901896953583,XGBoost
2022-04-11 to 2022-04-25,0.4258947671516926,0.23876582086086273,XGBoost
2004-01-02 to 2004-01-15,0.17912402928842874,0.35640037059783936,XGBoost
2013-06-18 to 2013-07-01,0.060464029527842786,0.23201778531074524,XGBoost
1990-08-08 to 1990-08-21,0.4535417589673738,0.3787238299846649,XGBoost
2021-05-27 to 2021-06-10,0.13803569096924043,0.19735462963581085,XGBoost
2001-06-13 to 2001-06-26,0.3821916479230811,0.35608968138694763,XGBoost
2014-06-16 to 2014-06-27,0.12663101249247252,0.19793817400932312,XGBoost
2007-11-08 to 2007-11-21,0.30513426561223006,0.3140563368797302,XGBoost
2007-06-05 to 2007-06-18,0.14175548892080903,0.3214046061038971,XGBoost
1996-04-18 to 1996-05-01,0.48453710281955154,0.34160497784614563,XGBoost
1983-03-02 to 1983-03-15,0.3261855424035936,0.39394984718691844,LightGBM
1998-10-15 to 1998-10-28,0.3386221067342502,0.3521619913825657,LightGBM
2004-03-30 to 2004-04-13,0.49669637403559386,0.3719986379893624,LightGBM
2008-11-05 to 2008-11-18,0.7535699002316302,0.34126187520025064,LightGBM
1982-12-20 to 1983-01-03,0.5363755987338718,0.45918467433208293,LightGBM
2017-11-27 to 2017-12-08,0.11794592036970825,0.23134535708137197,LightGBM
2004-12-01 to 2004-12-14,0.2903473724569235,0.390932605392579,LightGBM
2015-04-16 to 2015-04-29,0.14829836921180023,0.22095394021546996,LightGBM
1983-09-20 to 1983-10-03,1.1903136768147193,0.4892176903615264,LightGBM
2013-07-02 to 2013-07-16,0.2466675162643641,0.2099890463869377,LightGBM
2005-05-24 to 2005-06-07,0.27935496039443436,0.46964760402711975,LightGBM
2008-07-29 to 2008-08-11,0.10553115612255753,0.3008706911335873,LightGBM
1984-12-10 to 1984-12-21,0.2288585983595114,0.42121735691571915,LightGBM
2023-08-18 to 2023-08-31,0.30088182845670397,0.2406889590959635,LightGBM
2017-02-27 to 2017-03-10,0.07602404510328972,0.2029973770723756,LightGBM
2010-09-03 to 2010-09-17,0.1433015469171484,0.2243233026616398,LightGBM
2018-03-09 to 2018-03-22,0.2564927983125377,0.2452713141700166,LightGBM
1991-10-01 to 1991-10-14,0.370491636597332,0.29265273068127906,LightGBM
1999-03-25 to 1999-04-08,0.41298262058632346,0.35442892737264947,LightGBM
1991-03-27 to 1991-04-10,0.6868159951310552,0.3426212049671529,LightGBM
1990-02-01 to 1990-02-14,0.27328795032843717,0.26535125582641855,LightGBM
1999-04-23 to 1999-05-06,0.28126159535177214,0.390829408336089,LightGBM
2012-07-31 to 2012-08-13,0.18123454265132485,0.2060163094894888,LightGBM
1989-07-28 to 1989-08-10,0.35724577050423406,0.3165859181688956,LightGBM
1996-12-18 to 1997-01-02,0.9765703567283214,0.4483894207616634,LightGBM
1984-05-08 to 1984-05-21,0.3478767114858077,0.39523367646150226,LightGBM
2009-12-02 to 2009-12-15,0.21420550596998816,0.2619690811684929,LightGBM
2014-02-05 to 2014-02-19,0.09512248797907635,0.22303225324689963,LightGBM
1998-06-09 to 1998-06-22,0.20360687128719518,0.2893816341914216,LightGBM
1985-06-03 to 1985-06-14,0.31348954893026654,0.4195640697446355,LightGBM
2000-03-07 to 2000-03-20,0.462445063366498,0.4235599350325799,LightGBM
2007-12-21 to 2008-01-07,0.33386185588729855,0.28217698726158935,LightGBM
2005-03-29 to 2005-04-11,0.524756360581566,0.29436746472106645,LightGBM
1992-01-10 to 1992-01-23,0.2368696475043954,0.3343042134701005,LightGBM
2001-04-17 to 2001-04-30,0.263039046727009,0.40172019962922073,LightGBM
1987-03-16 to 1987-03-27,0.4210625090686135,0.3171402911246717,LightGBM
1999-09-29 to 1999-10-12,0.3595049667259879,0.3817082997436583,LightGBM
